Gene name	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
Ssxb1	SSX2	ortholog_many2many	0
Ssxb1	SSX2B	ortholog_many2many	0
Ssxb1	SSX5	ortholog_many2many	0
Ssxb1	SSX7	ortholog_many2many	0
Ssxb1	SSX3	ortholog_many2many	0
Ssxb1	SSX4B	ortholog_many2many	0
Gm41667			
Gm58612			
Gm58613			
Ap2m1	AP2M1	ortholog_one2one	1
Gm58614			
Lamb3	LAMB3	ortholog_one2one	1
Gm58615			
Gm58616			
Gm50417			
Gm50410			
Gm55826			
Ssxb6	SSX4	ortholog_many2many	0
Ssxb6	SSX1	ortholog_many2many	0
Ssxb6	SSX2	ortholog_many2many	0
Ssxb6	SSX2B	ortholog_many2many	0
Ssxb6	SSX5	ortholog_many2many	0
Ssxb6	SSX7	ortholog_many2many	0
Ssxb6	SSX3	ortholog_many2many	0
Ssxb6	SSX4B	ortholog_many2many	0
Zc3hc1	ZC3HC1	ortholog_one2one	1
Ssxb3	SSX4	ortholog_many2many	0
Ssxb3	SSX1	ortholog_many2many	0
Ssxb3	SSX2	ortholog_many2many	0
Ssxb3	SSX2B	ortholog_many2many	0
Ssxb3	SSX5	ortholog_many2many	0
Ssxb3	SSX7	ortholog_many2many	0
Ssxb3	SSX3	ortholog_many2many	0
Ssxb3	SSX4B	ortholog_many2many	0
Gm58618			
Gm58619			
Gm28996			
Gm58620			
Mir2136			
Gm25904			
Gm58621			
Pafah1b2	PAFAH1B2	ortholog_one2one	1
Gm58622			
Gm58623			
Gm58624			
Gm41793			
Gm58625			
Gm50351			
Gm14500			
Gm6797			
Gm58626			
Gm6798			
4930465K10Rik			
Gm9430			
Ssxb8	SSX4	ortholog_many2many	0
Ssxb8	SSX1	ortholog_many2many	0
Ssxb8	SSX2	ortholog_many2many	0
Ssxb8	SSX2B	ortholog_many2many	0
Ssxb8	SSX5	ortholog_many2many	0
Ssxb8	SSX7	ortholog_many2many	0
Ssxb8	SSX3	ortholog_many2many	0
Ssxb8	SSX4B	ortholog_many2many	0
Gm58627			
Gm58628			
Gm3734			
Gm45297			
Ssxb13	SSX4	ortholog_many2many	0
Ssxb13	SSX1	ortholog_many2many	0
Ssxb13	SSX2	ortholog_many2many	0
Ssxb13	SSX2B	ortholog_many2many	0
Ssxb13	SSX5	ortholog_many2many	0
Ssxb13	SSX7	ortholog_many2many	0
Ssxb13	SSX3	ortholog_many2many	0
Ssxb13	SSX4B	ortholog_many2many	0
Gm24693			
Gm15681			
Gm15680			
Gm8688			
Gm19232			
Ssxb9	SSX4	ortholog_many2many	0
Ssxb9	SSX1	ortholog_many2many	0
Ssxb9	SSX2	ortholog_many2many	0
Ssxb9	SSX2B	ortholog_many2many	0
Ssxb9	SSX5	ortholog_many2many	0
Ssxb9	SSX7	ortholog_many2many	0
Ssxb9	SSX3	ortholog_many2many	0
Ssxb9	SSX4B	ortholog_many2many	0
Impdh2-ps			
Gm58629			
Gm49974			
Gm5742			
Gm45296			
Gm5361			
Gm58630			
Gm22223			
Gm58631			
Gm55847			
Gm45422			
Cdh11	CDH11	ortholog_one2one	1
Ssxb2	SSX4	ortholog_many2many	0
Ssxb2	SSX1	ortholog_many2many	0
Ssxb2	SSX2	ortholog_many2many	0
Ssxb2	SSX2B	ortholog_many2many	0
Ssxb2	SSX5	ortholog_many2many	0
Ssxb2	SSX7	ortholog_many2many	0
Ssxb2	SSX3	ortholog_many2many	0
Ssxb2	SSX4B	ortholog_many2many	0
Il2rb	IL2RB	ortholog_one2one	1
Gm9913			
Penk	PENK	ortholog_one2one	1
Cep152	CEP152	ortholog_one2one	1
A830012C17Rik			
Gm45257			
Ssxb15	SSX4	ortholog_many2many	0
Ssxb15	SSX1	ortholog_many2many	0
Ssxb15	SSX2	ortholog_many2many	0
Ssxb15	SSX2B	ortholog_many2many	0
Ssxb15	SSX5	ortholog_many2many	0
Ssxb15	SSX7	ortholog_many2many	0
Ssxb15	SSX3	ortholog_many2many	0
Ssxb15	SSX4B	ortholog_many2many	0
9430099M06Rik			
Gm26436			
Bpnt2	BPNT2	ortholog_one2one	1
Wrn	WRN	ortholog_one2one	1
Gm58632			
Uimc1	UIMC1	ortholog_one2one	1
Ssxb5	SSX4	ortholog_many2many	0
Ssxb5	SSX1	ortholog_many2many	0
Ssxb5	SSX2	ortholog_many2many	0
Ssxb5	SSX2B	ortholog_many2many	0
Ssxb5	SSX5	ortholog_many2many	0
Ssxb5	SSX7	ortholog_many2many	0
Ssxb5	SSX3	ortholog_many2many	0
Ssxb5	SSX4B	ortholog_many2many	0
Gm15328			
Ssxb16	SSX4	ortholog_many2many	0
Ssxb16	SSX1	ortholog_many2many	0
Ssxb16	SSX2	ortholog_many2many	0
Ssxb16	SSX2B	ortholog_many2many	0
Ssxb16	SSX5	ortholog_many2many	0
Ssxb16	SSX7	ortholog_many2many	0
Ssxb16	SSX3	ortholog_many2many	0
Ssxb16	SSX4B	ortholog_many2many	0
Gm38559			
Cpne4	CPNE4	ortholog_one2one	1
Gm15216			
Gm58633			
Mospd2	MOSPD2	ortholog_one2one	1
Gm58634			
4930455D15Rik			
Gm58636			
Rngtt	RNGTT	ortholog_one2one	1
Gm58637			
Gm58638			
Gm31086			
Or2h2	OR2H1	ortholog_one2many	0
Gm37127			
Gm58639			
Fam83d	FAM83D	ortholog_one2one	1
Plekhb2	PLEKHB2	ortholog_one2one	1
Gm58640			
Gm58641			
Or2h1	OR2H1	ortholog_one2many	0
4930426D05Rik			
Or2h2c	OR2H1	ortholog_one2many	0
Sstr3	SSTR3	ortholog_one2one	1
Gm4831			
Gm19807			
Or2h1b	OR2H1	ortholog_one2many	0
Shc4	SHC4	ortholog_one2one	1
Gm58642			
Gm41757			
Rac2	RAC2	ortholog_one2one	1
Vhl-ps1			
Gm58643			
Ubd	UBD	ortholog_one2one	1
Gm41744			
Or2i1	OR2I1	ortholog_one2one	1
Abcf3	ABCF3	ortholog_one2one	1
1700034B16Rik			
Or10c1	OR10C1	ortholog_one2one	1
Gm55829			
Gm36651			
Gm41717			
Atg7	ATG7	ortholog_one2one	1
Gm58644			
Or11a4	OR11A1	ortholog_one2one	1
Gm25152			
Gata6os			
Clca3a1			
Or1o2			
Kctd17	KCTD17	ortholog_one2one	1
Gm7043			
T	TBXT	ortholog_one2one	1
Gm11779			
Gm11781			
Gm12529			
Mir8118			
Gm11935			
Gm15636			
Gm56177			
Gm24341			
Cep170b	CEP170B	ortholog_one2one	1
Eid1	EID1	ortholog_one2one	1
Fam110b	FAM110B	ortholog_one2one	1
Acbd5	ACBD5	ortholog_one2one	1
Gm19430			
Gm37670			
Gm8009			
Gm38027			
Gm25096			
Gm25634			
Gm28415			
Hsd11b1	HSD11B1	ortholog_one2one	1
Gm37639			
Gm38220			
Gm49916			
Gm55859			
Gm18738			
Mrpl3	MRPL3	ortholog_one2one	1
Gm55941			
Gm4707			
Gm17814			
Decr2	DECR2	ortholog_one2one	1
Gm7775			
Pofut2	POFUT2	ortholog_one2one	1
Gm17743			
Efna1	EFNA1	ortholog_one2one	1
Cnr1	CNR1	ortholog_one2one	1
4930592I03Rik			
Gm41699			
Hsdl2	HSDL2	ortholog_one2one	1
Gm58645			
Gm35778			
Gm58646			
Gm58647			
Fancb	FANCB	ortholog_one2one	0
Gm58648			
Gm50397			
Gm41715			
Gm58649			
Gm32291			
Gm22642			
Nceh1	NCEH1	ortholog_one2one	1
Rbfaos			
Gm58650			
Gm58651			
Gm58652			
Gm58653			
Gm58654			
Gm6344			
Gm58655			
Gm58657			
Gm58659			
Zfp346	ZNF346	ortholog_one2one	1
Mir133a-1hg			
Gm41798			
Gm56179			
Gm55848			
Gm24337			
Gm45258			
Gm11796			
Gm8730			
Gm11797			
Gm38118			
Gm58660			
Gm28020			
Spaca1	SPACA1	ortholog_one2one	1
Gm49459			
Gm8022			
Purg	PURG	ortholog_one2one	1
Gm58661			
Gm49460			
Gm37146			
Gm26672			
Pou5f1-rs13			
Gm3150			
G0s2	G0S2	ortholog_one2one	1
Ammecr1	AMMECR1	ortholog_one2one	1
Gm37191			
Chrac1	CHRAC1	ortholog_one2one	1
Adarb1	ADARB1	ortholog_one2one	1
Gm43345			
Efna3	EFNA3	ortholog_one2one	1
Gm8748			
Gm17178			
Gm29682			
Gm36563			
Gm37691			
Gm29994			
Gm38049			
Cenpx			
Tex15	TEX15	ortholog_one2one	0
Hs6st1	HS6ST1	ortholog_one2one	1
Gm38410			
1700120E14Rik			
Gm37335			
Trappc9	TRAPPC9	ortholog_one2one	1
Gm55106			
Camk1g	CAMK1G	ortholog_one2one	1
Rtl9	RTL9	ortholog_one2one	1
Gm41728			
Nme4	NME4	ortholog_one2one	1
4933401L05Rik			
Gm4760			
Gm38077			
Clca3a2			
Gm47106			
Araf	ARAF	ortholog_one2one	1
Gm41680			
Gm47103			
Gm58673			
Smarcc1	SMARCC1	ortholog_one2one	1
Gm58675			
Gm32022			
Gm58677			
E130308A19Rik	KIAA1958	ortholog_one2one	1
Cdh5	CDH5	ortholog_one2one	1
Gm41720			
Gm58678			
Gm58679			
Gm58680			
9330117O12Rik			
Gm58681			
Gm58682			
Gm58683			
Gm58684			
Gm3838			
Bnip3l-ps			
Gm43240			
Gm58964			
Gm6802			
Gm49744			
Efna4	EFNA4	ortholog_one2one	1
Gm58966			
Gm49745			
Gm58685			
Gm11798			
Gm47647			
Cyp7a1	CYP7A1	ortholog_one2one	1
Gm58969			
Gm49746			
Gm20164			
Gm7745			
Vwa5b2	VWA5B2	ortholog_one2one	1
Lrrc45	LRRC45	ortholog_one2one	1
Gm47860			
Gm8186			
Gm58971			
Gm3086			
Pgap6	PGAP6	ortholog_one2one	1
Gm3086			
Gm45663			
Ppp2cb	PPP2CB	ortholog_one2one	1
Gm36598			
4731419I09Rik			
Gm4263			
2700046A07Rik			
Tnfsf10	TNFSF10	ortholog_one2one	1
Gm58977			
Gm18939			
Gm58979			
Gm45925			
Gm58981			
BC106175			
Gm4804			
Ubxn8	UBXN8	ortholog_one2one	1
Inip	INIP	ortholog_one2one	1
Gm2099			
Gm37942			
Gm38022			
Gm58982			
Sertad4b			
Gm38322			
Mir205	MIR205	ortholog_one2one	1
Gm21362			
Cbll1	CBLL1	ortholog_one2one	1
Gm58686			
F5	F5	ortholog_one2one	1
Gm19519			
Bean1	BEAN1	ortholog_one2one	1
Gm46415			
Gm58687			
Fgfr4	FGFR4	ortholog_one2one	1
9130209A04Rik			
Snx30	SNX30	ortholog_one2one	1
Clca3b			
Rac3	RAC3	ortholog_one2one	1
Gm35751			
Gm58688			
Gm58689			
Gm58690			
Gm58691			
Gm5095			
Gm58692			
Gm58693			
Gm58694			
Gm9456			
Gm46624			
Gm16215			
Epb41l4aos			
Ghsr	GHSR	ortholog_one2one	1
Clca4b	CLCA4	ortholog_one2many	1
Abcf2	ABCF2	ortholog_one2one	1
Gm16588			
Slc19a2	SLC19A2	ortholog_one2one	1
Gm12543			
Gm25623			
Gm12753			
Gm12751			
Slc46a2	SLC46A2	ortholog_one2one	1
Dcxr	DCXR	ortholog_one2one	1
Nsd1	NSD1	ortholog_one2one	1
Gm12752			
Gm56181	Y_RNA	ortholog_one2one	0
Mup4			
Kcnab1	KCNAB1	ortholog_one2one	1
Gm52344			
Gm58695			
9630014M24Rik			
Gsr	GSR	ortholog_one2one	1
Chpf2	CHPF2	ortholog_one2one	1
Gm12351			
Gm12350			
Gm58696			
Gm58697			
Mup6			
Gm34233			
Gm58698			
Uggt1	UGGT1	ortholog_one2one	1
Gm58699			
Map4k5	MAP4K5	ortholog_one2one	1
Gm58700			
Gm58701			
Gm58702			
Gm58703			
Gm50423			
Gm58704			
Gm58705			
Gm58706			
Mrpl28	MRPL28	ortholog_one2one	1
Gm31646			
Gc	GC	ortholog_one2one	1
Gm58707			
Gm58708			
Akirin2	AKIRIN2	ortholog_one2one	1
Gm31819			
Cbr2			
9030625G05Rik			
Gm58709			
Gm41796			
Gm58710			
1700061H18Rik			
Gm58711			
Gm31647			
4930448D08Rik			
Mup7			
Gm46617			
Gm49983			
Pdia2	PDIA2	ortholog_one2one	1
Gm58712			
Gm58713			
Gm58714			
Gm6366			
Gm43515			
Gm31671			
Npffr2	NPFFR2	ortholog_one2one	1
Gm26065			
Smarcd3	SMARCD3	ortholog_one2one	1
Gm55484			
Gm15028			
Syn1	SYN1	ortholog_one2one	1
Sdcbp	SDCBP	ortholog_one2one	1
Gm58715			
Gm24727			
Hmga1b	HMGA1	ortholog_one2one	0
Gm58716			
Pard3	PARD3	ortholog_one2one	1
Gm58717			
Gm58718			
Myh10	MYH10	ortholog_one2one	1
2010010A06Rik			
Gm58720			
Gm31147			
Gm58721			
Gm47816			
Gm58722			
Arhgdig	ARHGDIG	ortholog_one2one	1
Rab24	RAB24	ortholog_one2one	1
Gm46633			
Gm52329			
Gm49748			
Gm47272			
Mir1224	MIR1224	ortholog_one2one	1
Alg3	ALG3	ortholog_one2one	1
Gm58723			
Gm33675			
Gm38695			
Gm58724			
Gm58725			
Gm58726			
Gm58727			
Slx9	SLX9	ortholog_one2one	1
Gm3587			
Rgs11	RGS11	ortholog_one2one	1
Mir5617			
Timp1	TIMP1	ortholog_one2one	1
Prelid1	PRELID1	ortholog_one2one	1
Clca4a	CLCA4	ortholog_one2many	1
Itgb2	ITGB2	ortholog_one2one	1
Mir671	MIR671	ortholog_one2one	1
Adamts3	ADAMTS3	ortholog_one2one	1
Mxd3	MXD3	ortholog_one2one	1
Gm15029			
Cfp	CFP	ortholog_one2one	1
Gm58728			
Gm41690			
Gm58729			
Gm56505			
Gm46614			
Peg13			
Gm58730			
Gm58731			
Hoxc13	HOXC13	ortholog_one2one	1
Gm30454			
Gm58732			
Gm50265			
Hoxc12	HOXC12	ortholog_one2one	1
A330084C13Rik			
Prl5a1	PRL	ortholog_one2many	0
Gm55341			
Gm58733			
Gm55342		ortholog_one2one	1
Gm55343			
Gm56499			
Gm55344			
Gm58734			
Hoxc11	HOXC11	ortholog_one2one	1
Gm58735			
Plxna2	PLXNA2	ortholog_one2one	1
Elk1	ELK1	ortholog_one2one	1
BC051408			
Fndc3b	FNDC3B	ortholog_one2one	1
Gm52341			
Hoxc10	HOXC10	ortholog_one2one	1
Rps18-ps5			
Gm41745			
Gm47172			
4930445N18Rik			
Gm48090			
Gm48070			
Rps18-ps6			
Hoxc5	HOXC5	ortholog_one2one	1
Gm47577			
Eif1-ps2			
Uxt	UXT	ortholog_one2one	1
Spata31	SPATA31C1	ortholog_one2many	0
Spata31	SPATA31A5	ortholog_one2many	0
Spata31	SPATA31A3	ortholog_one2many	0
Spata31	SPATA31A7	ortholog_one2many	0
Spata31	SPATA31A6	ortholog_one2many	0
Spata31	SPATA31C2	ortholog_one2many	0
Spata31	SPATA31E1	ortholog_one2many	0
Spata31	SPATA31A1	ortholog_one2many	0
Gm58736			
Gm58737			
Gm58738			
Gm50048			
Mir196a-2	MIR196A2	ortholog_one2one	1
Hoxc9	HOXC9	ortholog_one2one	1
Gm58739			
Gm58741			
Gm58742			
Gm41734			
Gm4811			
Gm58743			
Gm6888			
Gm58744			
Gm58745			
Gm38565			
Spata31d1c			
Hoxc8	HOXC8	ortholog_one2one	1
Gm58746			
Gm58747			
Gm54020			
Prss47			
Hoxc6	HOXC6	ortholog_one2one	1
Gm58748			
Gm58749			
Gm41747			
Gm58750			
Mfsd14b	MFSD14B	ortholog_one2one	1
Gm58751			
Gm58752			
Pttg1ip	PTTG1IP	ortholog_one2one	1
Gm58753			
Gm58754			
Gm58755			
Mir615			
Gm6610			
Fam234a	FAM234A	ortholog_one2one	1
Gm41772			
4930477J04Rik			
Gm29126			
Ly6e	LY6E	ortholog_one2one	1
Gm55953			
Gm25758			
Eif5al3-ps			
Nub1	NUB1	ortholog_one2one	1
Gm58756			
Zfp182	ZNF182	ortholog_one2one	1
Gm50163			
Gm58757			
Gm58758			
Gm58759			
Gm58760			
Gm49975			
Gm58761			
Gm58762			
Gm58763			
4930545E07Rik			
4930447C04Rik	C14orf39	ortholog_one2one	1
Gm58764			
Gm58765			
Gm41659			
Gm35066			
Gm43344			
Gm3785			
Gm58766			
Spaca5	SPACA5B	ortholog_one2many	1
Spaca5	SPACA5	ortholog_one2many	1
Sumo3	SUMO3	ortholog_one2one	1
Mir3092			
Tmem212	TMEM212	ortholog_one2one	1
Gm58767			
Or14p1			
Gm49976			
Or9s18	OR9H1	ortholog_one2one	1
Gm35031			
Gm24130			
Zfp300			
Nlrp4f	NLRP4	ortholog_one2many	0
Gm2629			
Gm26040		ortholog_one2one	0
Ssr3	SSR3	ortholog_one2one	1
Gm1848			
Agtr2	AGTR2	ortholog_one2one	1
Ccdc181	CCDC181	ortholog_one2one	1
Wdr86	WDR86	ortholog_one2one	1
Gm41672			
Gm58768			
Gm22592			
Gm9439			
Gm58769			
Gpkow	GPKOW	ortholog_one2one	1
Gm41753			
Gm58770			
Gm58771			
Mir6897			
Gm37783			
Gm58772			
Gm37674			
Gm58773			
Gm38036			
Gm58774			
Gm58775			
2900035J10Rik			
Gm58776			
Neurl3	NEURL3	ortholog_one2one	1
Gm56494			
Gm58777			
Gm58778			
Crygn	CRYGN	ortholog_one2one	1
Gm58779			
Clca1	CLCA1	ortholog_one2one	1
Gm58780			
Gm58781			
Gm58782			
Gm58783			
Gm56507			
Gm56488			
Gm26717			
Gm19777			
Mastl	MASTL	ortholog_one2one	1
Gm58785			
Mir3962			
Gm58786			
Gm55992	RN7SKP53	ortholog_one2many	0
Blzf1	BLZF1	ortholog_one2one	1
Cox18	COX18	ortholog_one2one	1
Gm58787			
Gm10548			
Ly6i	LY6S	ortholog_one2many	0
Eef1akmt4	EEF1AKMT4	ortholog_one2one	1
Gm58789			
Gm35718			
Gm50356			
Sel1l	SEL1L	ortholog_one2one	1
Mup2			
Gm37042			
Gm23377		ortholog_one2many	0
Ly6a	LY6S	ortholog_one2many	0
Gm5540			
Gm23377			
Sik3	SIK3	ortholog_one2one	1
Gm34780			
Gm37009			
Gm22279	RNU6-538P	ortholog_many2many	0
Gm22279	RNU6-316P	ortholog_many2many	0
Gm22279	U6	ortholog_many2many	0
Gm22279	U6	ortholog_many2many	0
Gm22279	RNU6-714P	ortholog_many2many	0
Gm22279	RNU6-1193P	ortholog_many2many	0
Gm22279	RNU6-1320P	ortholog_many2many	0
Gm22279	RNU6-55P	ortholog_many2many	0
Gm22279	RNU6-821P	ortholog_many2many	0
Gm22279	RNU6-954P	ortholog_many2many	0
Gm22279	RNU6-1269P	ortholog_many2many	0
Gm22279	RNU6-798P	ortholog_many2many	0
Gm22279	RNU6-599P	ortholog_many2many	0
Gm22279	U6	ortholog_many2many	0
Gm22279	RNU6-368P	ortholog_many2many	0
Tiparp	TIPARP	ortholog_one2one	1
Eef1ece2			
Gm47249			
Gm47250			
Gm47251			
Gm10775			
Gm41686			
Gm47254			
Gm56590			
Gm58790			
Zfp369	ZNF274	ortholog_one2many	0
Gm54034			
Wdr45	WDR45	ortholog_one2one	1
Gm19040			
Gm49325			
Gm58792			
Gm54022			
Gm53039			
Gm44332			
Gm58793			
2010320O07Rik			
Gm5847			
Gm44331			
Ube2g2	UBE2G2	ortholog_one2one	1
Gm38233			
Mir8120			
Klhdc10	KLHDC10	ortholog_one2one	1
Gm31237			
Lekr1	LEKR1	ortholog_one2one	1
Yme1l1	YME1L1	ortholog_one2one	1
Gm58794			
Gm58795			
Gm58796			
A330093E20Rik			
Gm28069			
Ly6c1	LY6S	ortholog_one2many	0
Rheb	RHEB	ortholog_one2one	1
Gm37689			
Mup8			
Gm58797			
Gm58798			
Gm47258			
Gm46637			
Gm3800			
Gm47263			
Mup-ps3			
Gm47264			
Gm58799			
Gm48250			
Orc3	ORC3	ortholog_one2one	1
Gm58800			
Gm52349			
Gm22960	RNU6-88P	ortholog_many2many	0
Gm22960	RNU6-1106P	ortholog_many2many	0
Gm48325			
Gm54594			
Gm5790			
Lncbate10			
Nhlrc1	NHLRC1	ortholog_one2one	1
Gm23123			
Gm37776			
Gm3946			
Clca2	CLCA2	ortholog_one2one	1
Gm20026			
Gm41725			
Gm50007			
Tpmt	TPMT	ortholog_one2one	1
Luc7l	LUC7L	ortholog_one2one	1
Mir1930			
Gm48160			
Tspear	TSPEAR	ortholog_one2one	1
Gm58801			
Gm58802			
Gm29677			
Gm55956	RN7SKP26	ortholog_one2many	0
Gm30700			
Lcorl	LCORL	ortholog_one2one	1
Lrrfip1	LRRFIP1	ortholog_one2one	0
Gm13423			
Dhx35	DHX35	ortholog_one2one	1
Krtap10-33	KRTAP10-9	ortholog_many2many	1
Krtap10-33	KRTAP10-6	ortholog_many2many	0
Krtap10-33	KRTAP12-1	ortholog_many2many	0
Krtap10-33	KRTAP12-2	ortholog_many2many	0
Krtap10-33	KRTAP12-3	ortholog_many2many	0
Krtap10-33	KRTAP9-1	ortholog_many2many	0
Krtap10-33	KRTAP10-4	ortholog_many2many	0
Krtap10-33	KRTAP10-11	ortholog_many2many	1
Krtap10-33	KRTAP4-5	ortholog_many2many	0
Kcnk4	KCNK4	ortholog_one2one	1
Gm58803			
Krtap10-28	KRTAP10-9	ortholog_many2many	1
Krtap10-28	KRTAP10-6	ortholog_many2many	0
Krtap10-28	KRTAP12-1	ortholog_many2many	0
Krtap10-28	KRTAP12-2	ortholog_many2many	0
Krtap10-28	KRTAP12-3	ortholog_many2many	0
Krtap10-28	KRTAP9-1	ortholog_many2many	0
Krtap10-28	KRTAP10-4	ortholog_many2many	0
Krtap10-28	KRTAP10-11	ortholog_many2many	1
Krtap10-28	KRTAP4-5	ortholog_many2many	0
Krtap12-23	KRTAP10-9	ortholog_many2many	0
Krtap12-23	KRTAP10-6	ortholog_many2many	0
Krtap12-23	KRTAP10-4	ortholog_many2many	0
Krtap12-23	KRTAP10-11	ortholog_many2many	0
Krtap12-23	KRTAP4-5	ortholog_many2many	0
Gm58804			
			
Krtap12-22	KRTAP10-9	ortholog_many2many	0
Krtap12-22	KRTAP10-6	ortholog_many2many	0
Krtap12-22	KRTAP10-4	ortholog_many2many	0
Krtap12-22	KRTAP10-11	ortholog_many2many	0
Krtap12-22	KRTAP4-5	ortholog_many2many	0
Mir6537			
Dedd2	DEDD2	ortholog_one2one	1
Krtap12-21	KRTAP10-9	ortholog_many2many	0
Krtap12-21	KRTAP10-6	ortholog_many2many	0
Krtap12-21	KRTAP10-4	ortholog_many2many	0
Krtap12-21	KRTAP10-11	ortholog_many2many	0
Krtap12-21	KRTAP4-5	ortholog_many2many	0
Gm58805			
Gm30641			
Gm48179			
Krtap12-1	KRTAP10-9	ortholog_many2many	0
Krtap12-1	KRTAP10-6	ortholog_many2many	0
Krtap12-1	KRTAP10-4	ortholog_many2many	0
Krtap12-1	KRTAP10-11	ortholog_many2many	0
Krtap12-1	KRTAP4-5	ortholog_many2many	0
Gm5960			
Krtap12-20	KRTAP10-9	ortholog_many2many	0
Krtap12-20	KRTAP10-6	ortholog_many2many	0
Krtap12-20	KRTAP10-4	ortholog_many2many	0
Krtap12-20	KRTAP10-11	ortholog_many2many	0
Krtap12-20	KRTAP4-5	ortholog_many2many	0
Gm58806			
Gm38144			
Gm58807			
Krtap12-24			
5730424H11Rik			
Gm58808			
Gm10384			
Krtap10-32	KRTAP10-9	ortholog_many2many	1
Krtap10-32	KRTAP10-6	ortholog_many2many	0
Krtap10-32	KRTAP12-1	ortholog_many2many	0
Krtap10-32	KRTAP12-2	ortholog_many2many	0
Krtap10-32	KRTAP12-3	ortholog_many2many	0
Krtap10-32	KRTAP9-1	ortholog_many2many	0
Krtap10-32	KRTAP10-4	ortholog_many2many	0
Krtap10-32	KRTAP10-11	ortholog_many2many	1
Krtap10-32	KRTAP4-5	ortholog_many2many	0
Gm58809			
Gm50227			
Gm48178			
Gm56739			
Gm33732			
Gm56743			
Mir7048			
4933430L12Rik			
Krtap10-30	KRTAP10-9	ortholog_many2many	1
Krtap10-30	KRTAP10-6	ortholog_many2many	0
Krtap10-30	KRTAP12-1	ortholog_many2many	0
Krtap10-30	KRTAP12-2	ortholog_many2many	0
Krtap10-30	KRTAP12-3	ortholog_many2many	0
Krtap10-30	KRTAP9-1	ortholog_many2many	0
Krtap10-30	KRTAP10-4	ortholog_many2many	0
Krtap10-30	KRTAP10-11	ortholog_many2many	1
Krtap10-30	KRTAP4-5	ortholog_many2many	0
Gm54399			
Gm27825			
Zfp526	ZNF526	ortholog_one2one	1
Tdg-ps			
Krtap10-21	KRTAP10-9	ortholog_many2many	1
Krtap10-21	KRTAP10-6	ortholog_many2many	0
Krtap10-21	KRTAP12-1	ortholog_many2many	0
Krtap10-21	KRTAP12-2	ortholog_many2many	0
Krtap10-21	KRTAP12-3	ortholog_many2many	0
Krtap10-21	KRTAP9-1	ortholog_many2many	0
Krtap10-21	KRTAP10-4	ortholog_many2many	0
Krtap10-21	KRTAP10-11	ortholog_many2many	1
Krtap10-21	KRTAP4-5	ortholog_many2many	0
Gm46525			
Gm46524			
Krtap10-22	KRTAP10-9	ortholog_many2many	1
Krtap10-22	KRTAP10-6	ortholog_many2many	0
Krtap10-22	KRTAP12-1	ortholog_many2many	0
Krtap10-22	KRTAP12-2	ortholog_many2many	0
Krtap10-22	KRTAP12-3	ortholog_many2many	0
Krtap10-22	KRTAP9-1	ortholog_many2many	0
Krtap10-22	KRTAP10-4	ortholog_many2many	0
Krtap10-22	KRTAP10-11	ortholog_many2many	1
Krtap10-22	KRTAP4-5	ortholog_many2many	0
Gm54400			
Cyp2d12	CYP2D6	ortholog_one2many	0
1700127G19Rik			
Gm58810			
Krtap10-26	KRTAP10-9	ortholog_many2many	1
Krtap10-26	KRTAP10-6	ortholog_many2many	0
Krtap10-26	KRTAP12-1	ortholog_many2many	0
Krtap10-26	KRTAP12-2	ortholog_many2many	0
Krtap10-26	KRTAP12-3	ortholog_many2many	0
Krtap10-26	KRTAP9-1	ortholog_many2many	0
Krtap10-26	KRTAP10-4	ortholog_many2many	0
Krtap10-26	KRTAP10-11	ortholog_many2many	1
Krtap10-26	KRTAP4-5	ortholog_many2many	0
Gm34269			
Bub3	BUB3	ortholog_one2one	1
Gm58811			
Gm10556			
Krtap10-23	KRTAP10-9	ortholog_many2many	1
Krtap10-23	KRTAP10-6	ortholog_many2many	0
Krtap10-23	KRTAP12-1	ortholog_many2many	0
Krtap10-23	KRTAP12-2	ortholog_many2many	0
Krtap10-23	KRTAP12-3	ortholog_many2many	0
Krtap10-23	KRTAP9-1	ortholog_many2many	0
Krtap10-23	KRTAP10-4	ortholog_many2many	0
Krtap10-23	KRTAP10-11	ortholog_many2many	1
Krtap10-23	KRTAP4-5	ortholog_many2many	0
Pax2	PAX2	ortholog_one2one	1
Krtap10-25	KRTAP10-9	ortholog_many2many	1
Krtap10-25	KRTAP10-6	ortholog_many2many	0
Krtap10-25	KRTAP12-1	ortholog_many2many	0
Krtap10-25	KRTAP12-2	ortholog_many2many	0
Krtap10-25	KRTAP12-3	ortholog_many2many	0
Krtap10-25	KRTAP9-1	ortholog_many2many	0
Krtap10-25	KRTAP10-4	ortholog_many2many	0
Krtap10-25	KRTAP10-11	ortholog_many2many	1
Krtap10-25	KRTAP4-5	ortholog_many2many	0
Krtap10-29	KRTAP10-9	ortholog_many2many	1
Krtap10-29	KRTAP10-6	ortholog_many2many	0
Krtap10-29	KRTAP12-1	ortholog_many2many	0
Krtap10-29	KRTAP12-2	ortholog_many2many	0
Krtap10-29	KRTAP12-3	ortholog_many2many	0
Krtap10-29	KRTAP9-1	ortholog_many2many	0
Krtap10-29	KRTAP10-4	ortholog_many2many	0
Krtap10-29	KRTAP10-11	ortholog_many2many	1
Krtap10-29	KRTAP4-5	ortholog_many2many	0
Gm58812			
Krtap10-34	KRTAP10-9	ortholog_many2many	1
